;Postagens;Classification
548;"Disposicao, determinacao, saude e felicidade!Desejo uma semana especial e com muitas conquistas para todos nos. Somos peca principal de nossa vida, por isso devemos escolher bem as batalhas e trabalhar diariamente por nossos sonhos!Vem com a gente! 
";1
554;"Um dia ja usei farda e aprendi que armas nao trazem violencia e nem flores trazem a paz. O segredo esta na intencao de quem as carrega. Hoje e dia de homenagear aqueles que se dedicam ao Respeito e gloria do Brasil! Parabens a todos os soldados!
";1
556;"Mais cedo anunciei em meu perfil no Twitter que representaria - mais uma vez - o ministro Alexandre de Moraes na PGR por abuso de autoridade e ao analisarmos o contexto da operacao contra empresarios que apoiam o presidente Jair Bolsonaro, eu e minha equipe encontramos muitas informacoes importantes, que mostram claramente como a esquerda tem ligacao com a perseguicao e autoritarismo contra a direita no Brasil. Nao ficarei calado vendo esses abusos! 
";1
559;"O reencontro de Luiz Inacio Lula da Silva com William Bonner e Renata Vasconcellos despertou o interesse dos telespectadores da Grande Sao Paulo: a sabatina promovida pelo Jornal Nacional com o candidato do Partido dos Trabalhadores ao Palacio do Planalto turbinou os indices do telejornal mais importante do pais, que teve o seu segundo melhor desempenho de durante a entrevista do presidenciavel. O ex-presidente da Republica, no entanto, nao conseguiu superar o desempenho
";1
561;"Audiencia da Sabatina com Lula foi inferior ao com Bolsonaro X pontos, porem em Hortolandia nao houve registro de panelaco. ""Cada pais cuida de seu nariz. Assim que quero para o Brasil e assim que quero para os outros"", disse ele. ""Se eu ganhar as eleicoes, voce vai ver a enxurrada de amigos que estao desaparecidos que vao voltar a visitar o Brasil. Porque o Brasil vai ser amigo de todo mundo"", afirmou Lula durante Sabatina na TV Globo. O que voce achou da participaca
";1
575;"Dois projetos antagonicos de pais estao disputando essa eleicao. Um que governa para os mais ricos e outro que defende os direitos dos mais pobres.Eu estou firme e forte com o Time de Lula, Jeronimo e Otto. E para avancar na Bahia!..
";1
583;"Mais uma vez tenho que usar as minhas redes para combater as Fake News. Pessoal, precisamos trazer a boa politica de volta ao Brasil. O governo Lula ajudou varias familias brasileiras a sairem da miseria. Deu ao trabalhador oportunidades, dignidade, comida na mesa e um teto sobre sua cabeca.Dia de outubro, vamos trazer de volta a prosperidade para nosso pais, com Lula presidente e Wadson Ribeiro para deputado federal.
";1
601;"BOMBA!! O dono do Coco Bambu pressionava todos os seus mais de socios a doar pra campanha do Bolsonaro. Quem nao o fizesse seria retaliado financeiramente.Ha provas de TUDO ISSO em mensagens no celular dele!!Os socios enviavam os comprovantes via WhatsApp!
";1
606;"Uma decisao acertada e a milicia bolsonarista e seus apoiadores estao revoltados e dizendo que vivem numa ditadura. Ora! O que diz a bandeira do Brasil? ORDEM E PROGRESSO! E preciso manter a ordem para que esse pais possa progredir como democracia. Que chore o gado! Parabens ao Ministro Alexandre pela decisao.
";1
608;"Ja to aqui vendo meu presidente Lula no Jornal Nacional! Depois de um dia intenso conversando com o povo, olhando nos olhos das pessoas e vendo o quao duro tem sido sobreviver diariamente no Brasil, ouvir aquele que tirou milhoes de pessoas da extrema pobreza e lutou para ajudar que as pessoas tivessem comida na mesa e renovar a esperanca!
";1
609;"Eles tentaram fazer Lula falar mal da Dilma - e ele apontou a grandeza dessa mulher.Eles tentaram fazer Lula falar mal do MST - e ele apontou o trabalho soberbo de um movimento demonizado por quem vive no passado.Eles acabaram a entrevista chamando-o de presidente. 
";1
626;"Esta semana estivemos no bairro Santa Terezinha, no Campanario, acompanhando a obra da escadaria que interliga a parte baixa e a parte alta do bairro.Demanda reivindicada pelos moradores do local, esta obra e fruto de um incansavel trabalho e cobranca em conjunto com a populacao.Como vereador, a nossa atuacao e realizada sempre em parceria com o povo. Na ALESP, vamos ampliar essa forma de atendimento e melhorar cada vez mais a nossa cidade!
";1
631;"O ex-presidente e candidato do PT a Presidencia, Luiz Inacio Lula da Silva, disse nesta quinta-feira () que ""nao pode dizer que nao houve corrupcao"" na Petrobras em governos petistas. Ele ainda admitiu erros da ex-presidente Dilma Rousseff na economia e disse que quer pacificar o pais.
";1
635;"Vibrante! Nao tem palavra melhor para definir o lancamento da campanha de Renildo, que aconteceu na noite desta quinta, em Olinda. Danilo e Teresa estiveram por la, junto com um mundo de apoiadores, comprometidos em reeleger esse nosso lider que e um deputado indispensavel para o Brasil. Agora e multiplicar voto, ganhar as ruas e garantir a eleicao de Renildo , Danilo , Teresa e Lula . Simbora!: Diego Galba..
";1
636;"LULA PRESIDENTE! Lula e um estadista, um lider, o maior politico da America Latina, um ser humano incrivel e nao e ele que diz isso, e como e tratado, respeitado e admirado que diz. Vejam no video, foi assim que ele chegou ontem na cerimonia de posse do ministro Alexandre de Moraes no TSE, falando com todos, mesmo com aqueles que em algum momento houve divergencias, ao contrario do miliciano que chegou, nao falou com ninguem e ficou todo o tempo sentado com a cara fecha
";1
644;"Ola Companheiros Vivo de artesanato, tenho um filho pequeno e preciso muito pagar minhas continhas em atraso Hoje vim mostrar o Lulinha que foi encomendado pra dar muita sorte nessa eleicao O valor do Lulinha e , e mede cerca de cm Da tempo pra encomendar pra chegar antes das eleicoes 
";1
654;"Ninguem fez mais pelas mulheres do que Lula e Dilma.Ser ativa pela luta da mulher e pensar as suas realidades e transforma-las com politicas efetivas, que levem em conta as necessidades especificas das mulheres. Casa propria, protecao, direitos iguais no trabalho e vagas garantidas para a educacao dos filhos. Estar com Maria Eunice, deputada federal, e estar com Lula presidente. 
";1
662;"Aguardem que vem vindo o segundo round.Lancado em janeiro de , o PAC foi mais uma das experiencias exitosas na gestao Lula, que encarou de frente um historico do pais de tres decadas sem planejamento estrategico em infraestrutura de grande porte. Apos o lancamento do programa, o Brasil retomou investimentos em setores estruturantes como energia, transporte, mobilidade urbana e saneamento. Ate , o PAC tinha executado cerca de R$ , trilhao em obras.
";1
671;"Assisti a entrevista do Bolsonaro e a do Lula no JN e confesso que em ambas deu Ansia principalmente na do Lula fdp escroto depois de ter deixado o pais nessa desgraca que esta hoje, e revoltante um pais que esta a quase decadas sem crescimento economico, ver Luladrao discursando como se nada tivesse acontecido me deu nojo... Bolsonaro so deu continuidade na desgraca e nao fez /10 do que prometeu antes de se eleger, cometeu varios crimes contra a saude publica, ambos deveriam... Ver mais
";1
672;"Concordo plenamente com vc Tico Santa Cruz A frase: NAO e repetindo os mesmo erros, que teremos resultados diferentes, define bem a necessidade de nos (o povo), darmos uma oportunidade a outro candidato.Sou Ciro, e confio que ele pode fazer pelo Brasil, o mesmo ou ate melhor do que ele fez pelo Ceara . ... Ver mais
";1
675;"Gente eu nunca me envolvi real em nada sobre politica mas estou totalmente convicta e decidida depois de muito pensar que nao vai adiantar escolher o menos pior entre lula e Bolsonaro ! Nosso pais precisa de mudanca e renovacao por isso ESTOU SIM CONVERSANDO COM AMIGOS SOBRE VOTAR NO CIRO E MEU PERFIL NAO E DEMOCRATICO, aqui o que importa e o que eu acho correto ! Respeito quem vai votar em outros mas nao tentem me convencer de fazer a mesma asneira que voces ! Bom descanso a... Ver mais
";1
676;"Pensando se postava este video...e como nao sou obrigada a guardar o meu sincericidio, segue o video que gravei para o brasileiro que vota indo atras da maioria e tem preguica da politica e de analisar os candidatos. SIM, ESTE VIDEO E PRA VOCE MESMO. Agora em , vote no Ciro, e nao faca merda novamente! Obrigada e de nada!
";1
679;"Ana Paula Matos, a candidata a vice-presidencia na chapa de Ciro Gomes, tem anos e e natural de Salvador. Vice-prefeita da capital baiana, ela sempre foi um exemplo de dedicacao ao estudo e ao trabalho. Aos anos, ja era formada em Administracao e Direito, pos-graduada em Financas e mestre em Administracao.A partir dai, se tornou coordenadora e professora de graduacao e pos-graduacao e muito jovem iniciou uma brilhante carreira em empresas privadas e estatais, nas quai... Ver mais
";1
680;"Um jovem bolsonarista me questionou quanto ao Ciro Gomes, no que diz respeito a sua proposta do Renda Minima. Mas as colocacoes do bolsonarista sao todas infundadas. A principio a discussao aqui girou em torno do assistencialismo. O que e assistencialismo? Na minha opiniao e O CULTIVO POLITICO DA NECESSIDADE DA ASSISTENCIA. Isso e assistencialismo, que o Lula faz E O BOZO COPIOU DE MODO VISIVELMENTE ELEITOREIRO. A proposta do Ciro e diferente. ... Ver mais
";1
683;"Seu Guarino, meu pai e meu grande exemplo. Ja sao mais de anos da sua partida, mas nao de sua ausencia. Sua referencia e as lembrancas dos dias de resistencia e dos tempos felizes me inspiram a lutar diariamente a construir o Brasil para os trabalhadores que meu pai lutou e sonhou. Guarino, presente! ... Ver mais
";1
684;"Na epoca dos Cieps a Educacao Integral feita por Brizola, Darcy Ribeiro e Oscar Niemeyer nao prestava e a globo sempre foi contra, hj estao elogiando o projeto de educacao praticado no Ceara iniciado por Ciro Gomes e q tao dando continuidade ate hj, ja podemos glorificar de pe por essa mudanca da Globo.Entao se vc sonha com uma Educacao Publica de qualidade para seus filhos e netos tem um exemplo sendo praticado no Ceara e com excelentes resultados.Nao vote em quem nao te... Ver mais
";1
693;"URGENTE!SERGIO MORO ACABA DE FUGIR DO DEBATE COM CIRO!Na boa...quer presidir o pais mas nao quer discutir ideias com um outro candidato? E porque nao tem ideias! Se acha no direito de assumir o comando do pais sem nenhuma experiencia em administracao publica num momento extremamente delicado da nacao e se nega a debater ideias pra resolver o drama do povao? Pede o bone, Sergio Moro. Voce nao tem qualificacao para presidir o Brasil! E eleger um desqualificado arrasta o caos ... Ver mais
";1
694;"Eu nao consigo compreender o brasileiro.A maioria que se manifestou sobre as entrevistas, falou bem do Ciro Gomes mas disse que nao vota nele. E o mais impressionante e que os motivos que foram citados sao justamente os que deveriam pautar a escolha por qualquer candidato, entretanto so dizem: ""meu voto e do Lula, mas..."" Ou ""Bolsonaro "".Porque nao votar no que de fato acredita ser melhor, independente da midia que tem o candidato?... Ver mais
";1
697;"Quando nao e a xenofobia, e a tal da maneira destemperada.Por enquanto, minha ultima cartada politica e , pra que toda essa politica economica seja esquecida e tenhamos uma visao de futuro sem essa polarizacao odienta. E mesmo que nao va ao segundo turno, quero ter a minha consciencia limpa como a tenho agora. Nao fui cumplice, nem apoiador daqueles que podiam fazer algo pelo Brasil, mas pensaram somente em si proprios. Porque o Brasil nao e para amadores... Ver mais
";1
698;"Para aqueles que dizem que Brizola hoje estaria apoiando Lula.Ciro fala as mesmas coisas que Brizola, faz um resgate das ideias Brizolistas, nos campos economico e principalmente educacional. O Brasil merecia ter tido Brizola como presidente e agora merece Ciro. Vamos nos dar esta oportunidade.
";1
704;"BOLSONARO E LULA FOGEM, E DEBATE E CANCELADO! tem toda razao em cobrar a participacao de Bolsonaro e Lula nos debates. E uma tragedia para o nosso povo ver um debate organizado pela Frente Nacional de Prefeitos (FNP) ser cancelado por causa da falta de compromisso dos lideres das pesquisas com a democracia e com o futuro do pais.... Ver mais
";1
707;"Hoje apresento o meu Candidato a Deputado Federal pelo nosso PDT SC.Apoio o Marco Buzzi , com muita tranquilidade!Um dos criterios para a escolha de quem irei votar e o compromisso com a vida, explico: qualquer candidato que tenha compromisso com a vida, por consequencia precisa ser respeitoso, etico e honrado.Sao essas caracteristicas que me fazem escolher em quem voto.Da mesma forma recomendo o voto consciente em , e .... Ver mais
";1
708;"A boa noticia e o silencio do brasileiro. Nao pensem que o nosso trabalho foi em vao. Ciro foi evidenciado pela nossa voz! O nosso trabalho agora e continuar forcando ate que a nossa mensagem faca recuar a musica trevosa da polarizacao: O BRASILEIRO SILENTE JA TEM VOTO DEFINIDO!
";1
714;"Batemos a marca de mil inscritos no Politizando.Isso em pouco mais de ano, sem nunca ter chamado Bolsonaro de genocida ou Lula de ladrao, pois evito adjetivacoes que possam afastar o publico do principal, que e o debate em torno das ideias e propostas por um Brasil melhor.Nunca chamei um eleitor do Bolsonaro de gado ou bolsominion e nem eleitor do Lula de Lulaminion ou gado petista, pois, apesar de discordar, respeito a escolha de cada um.... Ver mais
";1
716;"Ola Populacao de Mato Grosso do Sul , Amigos , Companheiros e familiares , me senti na Obrigacao de vir me pronunciar a respeito do meu posicionamento Politico , apesar de o PDT MS a mando do Presidente Nacional Carlos Lupi ter me destituido do Cargo de Presidente Estadual do Movimento Comunitario Trabalhista em Mato Grosso do Sul , por nao aceitar criticas feitas pelo MCT/Ms , apesar da nova Diretoria do PDT MS estar Vendendo o Partido ao PSD que apoia Bolsonaro em Sao Pau... Ver mais
";1
725;"Satisfacao a todos do meu Facebook! Nao e novidade para quem e proximo que eu aposto no PND ( Projeto Nacional de Desenvolvimento) de Ciro Gomes, um plano completo escrito no livro best-seller mais vendido da Amazon atualmente, meu voto vai ser em quem tem mais de anos de vida publica sem escandalo de corrupcao sequer e diversos exemplos de boa administracao quando esteve em algum cargo publico, respeito a decisao de cada um que vota no atual presidente e tambem quem v... Ver mais
";1
